Room_ID	Room_Status	Cat_ID	Cat_Breed	Cat_Sex	Cat_Age	Cat_Weight	Cat_Behavior
Room_1766	NA	Cat_8828	Domestic Longhair	Male	7.0	5.25	NA
Room_1766	NA	Cat_8829	Ragdoll	Female	6.0	5.65	NA
Room_1766	NA	Cat_8830	American Shorthair	Female	5.0	4.62	NA
Room_1767	NA	Cat_8831	Bengal	Male	4.0	4.88	NA
Room_1767	NA	Cat_8832	Domestic Longhair	Male	5.0	5.66	NA
Room_1767	NA	Cat_8833	Domestic Longhair	Male	6.0	6.45	NA
Room_1767	NA	Cat_8834	Bengal	Male	5.0	5.69	NA
Room_1767	NA	Cat_8835	Domestic Longhair	Female	6.0	4.64	NA
Room_1768	NA	Cat_8836	Domestic Longhair	Female	6.0	3.87	NA
Room_1768	NA	Cat_8837	Ragdoll	Female	5.0	4.42	NA
Room_1768	NA	Cat_8838	American Shorthair	Female	3.0	4.74	NA
Room_1768	NA	Cat_8839	Domestic Longhair	Male	5.0	6.97	NA
Room_1768	NA	Cat_8840	Ragdoll	Female	7.0	5.89	NA
Room_1769	NA	Cat_8841	Ragdoll	Female	5.0	4.79	NA
Room_1769	NA	Cat_8842	Domestic Longhair	Female	7.0	3.58	NA
Room_1769	NA	Cat_8843	Bengal	Female	2.0	4.07	NA
Room_1769	NA	Cat_8844	Ragdoll	Female	7.0	5.58	NA
Room_1769	NA	Cat_8845	American Shorthair	Female	7.0	3.49	NA
Room_1770	NA	Cat_8846	Ragdoll	Female	6.0	5.09	NA
Room_1770	NA	Cat_8847	Ragdoll	Male	4.0	6.9	NA
Room_1770	NA	Cat_8848	Domestic Longhair	Male	2.0	5.76	NA
Room_1770	NA	Cat_8849	Bengal	Male	4.0	5.07	NA
Room_1770	NA	Cat_8850	Bengal	Male	5.0	4.62	NA
Room_1771	NA	Cat_8851	Domestic Longhair	Male	7.0	5.27	NA
Room_1771	NA	Cat_8852	American Shorthair	Female	2.0	3.83	NA
Room_1771	NA	Cat_8853	American Shorthair	Male	3.0	6.61	NA
Room_1771	NA	Cat_8854	American Shorthair	Male	6.0	6.75	NA
Room_1771	NA	Cat_8855	American Shorthair	Female	3.0	4.51	NA
Room_1772	NA	Cat_8856	American Shorthair	Female	3.0	4.18	NA
Room_1772	NA	Cat_8857	Domestic Longhair	Male	6.0	5.34	NA
Room_1772	NA	Cat_8858	American Shorthair	Female	4.0	4.72	NA
Room_1772	NA	Cat_8859	Ragdoll	Female	3.0	6.86	NA
Room_1772	NA	Cat_8860	Bengal	Female	3.0	4.13	NA
Room_1773	NA	Cat_8861	Ragdoll	Female	4.0	4.29	NA
Room_1773	NA	Cat_8862	Ragdoll	Female	3.0	5.26	NA
Room_1773	NA	Cat_8863	Domestic Longhair	Female	4.0	3.79	NA
Room_1773	NA	Cat_8864	Domestic Longhair	Male	6.0	4.95	NA
Room_1773	NA	Cat_8865	Ragdoll	Male	5.0	7.78	NA
Room_1774	valid	Cat_8866	Ragdoll	Male	3.0	8.8	happy
Room_1774	valid	Cat_8867	Ragdoll	Male	5.0	7.28	happy
Room_1774	valid	Cat_8868	Ragdoll	Female	4.0	4.59	happy
Room_1774	valid	Cat_8869	American Shorthair	Female	5.0	4.79	happy
Room_1774	valid	Cat_8870	Ragdoll	Female	5.0	5.26	happy
Room_1775	NA	Cat_8871	Ragdoll	Male	6.0	7.59	NA
Room_1775	NA	Cat_8872	Domestic Longhair	Male	5.0	5.34	NA
Room_1775	NA	Cat_8873	American Shorthair	Female	4.0	3.85	NA
Room_1775	NA	Cat_8874	Domestic Longhair	Female	7.0	3.9	NA
Room_1775	NA	Cat_8875	Ragdoll	Female	5.0	4.79	NA
Room_1776	NA	Cat_8876	Bengal	Female	3.0	4.33	NA
Room_1776	NA	Cat_8877	Bengal	Female	4.0	4.37	NA
Room_1776	NA	Cat_8878	Bengal	Male	7.0	5.24	NA
Room_1776	NA	Cat_8879	Ragdoll	Male	5.0	5.07	NA
Room_1776	NA	Cat_8880	Ragdoll	Female	6.0	5.1	NA
Room_1777	NA	Cat_8881	Domestic Longhair	Female	5.0	4.24	NA
Room_1777	NA	Cat_8882	Domestic Longhair	Male	4.0	5.71	NA
Room_1777	NA	Cat_8883	Ragdoll	Male	4.0	8.22	NA
Room_1777	NA	Cat_8884	Domestic Longhair	Male	8.0	6.33	NA
Room_1777	NA	Cat_8885	Bengal	Female	4.0	4.2	NA
Room_1778	compromised	Cat_8886	Ragdoll	Male	5.0	5.93	evil
Room_1778	compromised	Cat_8887	Domestic Longhair	Male	5.0	5.17	scared
Room_1778	compromised	Cat_8888	Domestic Longhair	Female	6.0	3.82	scared
Room_1778	compromised	Cat_8889	Bengal	Female	3.0	3.72	scared
Room_1778	compromised	Cat_8890	Bengal	Male	4.0	5.35	scared
Room_1779	NA	Cat_8891	American Shorthair	Female	2.0	4.87	NA
Room_1779	NA	Cat_8892	Ragdoll	Female	7.0	4.92	NA
Room_1779	NA	Cat_8893	Ragdoll	Female	5.0	5.62	NA
Room_1779	NA	Cat_8894	Bengal	Male	7.0	5.2	NA
Room_1779	NA	Cat_8895	American Shorthair	Female	2.0	4.77	NA
Room_1780	NA	Cat_8896	Ragdoll	Female	5.0	5.52	NA
Room_1780	NA	Cat_8897	American Shorthair	Male	4.0	6.09	NA
Room_1780	NA	Cat_8898	Domestic Longhair	Female	4.0	4.67	NA
Room_1780	NA	Cat_8899	Ragdoll	Female	6.0	5.7	NA
Room_1780	NA	Cat_8900	Domestic Longhair	Female	5.0	4.65	NA
Room_1781	compromised	Cat_8901	Bengal	Male	5.0	4.98	evil
Room_1781	compromised	Cat_8902	Domestic Longhair	Male	4.0	6.08	scared
Room_1781	compromised	Cat_8903	Bengal	Female	3.0	3.77	scared
Room_1781	compromised	Cat_8904	Bengal	Female	5.0	4.01	scared
Room_1781	compromised	Cat_8905	Ragdoll	Male	7.0	8.16	scared
Room_1782	NA	Cat_8906	American Shorthair	Female	5.0	3.8	NA
Room_1782	NA	Cat_8907	American Shorthair	Female	3.0	3.81	NA
Room_1782	NA	Cat_8908	Ragdoll	Female	5.0	4.77	NA
Room_1782	NA	Cat_8909	Ragdoll	Female	6.0	5.01	NA
Room_1782	NA	Cat_8910	American Shorthair	Female	4.0	3.75	NA
Room_1783	NA	Cat_8911	Ragdoll	Female	7.0	3.98	NA
Room_1783	NA	Cat_8912	American Shorthair	Female	6.0	4.09	NA
Room_1783	NA	Cat_8913	American Shorthair	Female	3.0	4.62	NA
Room_1783	NA	Cat_8914	American Shorthair	Female	5.0	4.73	NA
Room_1783	NA	Cat_8915	American Shorthair	Female	8.0	4.44	NA
Room_1784	NA	Cat_8916	Domestic Longhair	Female	6.0	4.8	NA
Room_1784	NA	Cat_8917	Domestic Longhair	Female	5.0	4.5	NA
Room_1784	NA	Cat_8918	Domestic Longhair	Male	6.0	6.5	NA
Room_1784	NA	Cat_8919	Bengal	Female	3.0	4.2	NA
Room_1784	NA	Cat_8920	Domestic Longhair	Male	5.0	5.81	NA
Room_1785	NA	Cat_8921	Ragdoll	Female	7.0	5.63	NA
Room_1785	NA	Cat_8922	Bengal	Male	6.0	5.99	NA
Room_1785	NA	Cat_8923	Bengal	Female	3.0	4.35	NA
Room_1785	NA	Cat_8924	Ragdoll	Female	2.0	4.62	NA
Room_1785	NA	Cat_8925	American Shorthair	Female	3.0	3.86	NA
Room_1786	NA	Cat_8926	Bengal	Female	5.0	4.21	NA
Room_1786	NA	Cat_8927	Ragdoll	Male	7.0	8.06	NA
Room_1786	NA	Cat_8928	Ragdoll	Female	6.0	3.66	NA
Room_1786	NA	Cat_8929	American Shorthair	Female	6.0	4.64	NA
Room_1786	NA	Cat_8930	Domestic Longhair	Male	7.0	4.56	NA
Room_1787	NA	Cat_8931	Domestic Longhair	Female	3.0	3.94	NA
Room_1787	NA	Cat_8932	Ragdoll	Female	3.0	4.69	NA
Room_1787	NA	Cat_8933	American Shorthair	Female	3.0	3.95	NA
Room_1787	NA	Cat_8934	American Shorthair	Female	6.0	3.94	NA
Room_1787	NA	Cat_8935	Ragdoll	Female	5.0	5.88	NA
Room_1788	NA	Cat_8936	Ragdoll	Female	7.0	5.35	NA
Room_1788	NA	Cat_8937	Ragdoll	Female	4.0	4.61	NA
Room_1788	NA	Cat_8938	Ragdoll	Female	5.0	5.09	NA
Room_1788	NA	Cat_8939	Bengal	Female	7.0	3.98	NA
Room_1788	NA	Cat_8940	Ragdoll	Male	2.0	7.15	NA
Room_1789	NA	Cat_8941	Bengal	Male	7.0	5.88	NA
Room_1789	NA	Cat_8942	Bengal	Female	5.0	4.13	NA
Room_1789	NA	Cat_8943	Bengal	Male	5.0	4.85	NA
Room_1789	NA	Cat_8944	American Shorthair	Female	4.0	4.63	NA
Room_1789	NA	Cat_8945	Bengal	Male	4.0	6.37	NA
Room_1790	NA	Cat_8946	Domestic Longhair	Male	6.0	6.22	NA
Room_1790	NA	Cat_8947	American Shorthair	Female	5.0	3.64	NA
Room_1790	NA	Cat_8948	Ragdoll	Female	4.0	4.96	NA
Room_1790	NA	Cat_8949	Domestic Longhair	Male	5.0	5.33	NA
Room_1790	NA	Cat_8950	Domestic Longhair	Female	6.0	4.13	NA
Room_1791	NA	Cat_8951	Bengal	Male	5.0	4.86	NA
Room_1791	NA	Cat_8952	Ragdoll	Male	6.0	8.8	NA
Room_1791	NA	Cat_8953	American Shorthair	Female	5.0	3.41	NA
Room_1791	NA	Cat_8954	Domestic Longhair	Male	8.0	4.56	NA
Room_1791	NA	Cat_8955	Bengal	Male	3.0	6.37	NA
Room_1792	NA	Cat_8956	Bengal	Male	4.0	5.96	NA
Room_1792	NA	Cat_8957	Ragdoll	Female	6.0	5.07	NA
Room_1792	NA	Cat_8958	Ragdoll	Female	4.0	5.86	NA
Room_1792	NA	Cat_8959	American Shorthair	Male	4.0	6.09	NA
Room_1792	NA	Cat_8960	American Shorthair	Male	6.0	6.48	NA
Room_1793	NA	Cat_8961	Ragdoll	Male	4.0	7.6	NA
Room_1793	NA	Cat_8962	Bengal	Male	5.0	5.76	NA
Room_1793	NA	Cat_8963	Bengal	Female	6.0	4.06	NA
Room_1793	NA	Cat_8964	American Shorthair	Male	4.0	5.86	NA
Room_1793	NA	Cat_8965	Ragdoll	Female	6.0	5.39	NA
Room_1794	valid	Cat_8966	American Shorthair	Male	6.0	5.96	happy
Room_1794	valid	Cat_8967	Ragdoll	Female	6.0	4.73	happy
Room_1794	valid	Cat_8968	American Shorthair	Female	6.0	4.88	happy
Room_1794	valid	Cat_8969	Domestic Longhair	Male	5.0	6.39	happy
Room_1794	valid	Cat_8970	Domestic Longhair	Female	4.0	3.62	happy
Room_1795	NA	Cat_8971	Ragdoll	Male	4.0	8.36	NA
Room_1795	NA	Cat_8972	Bengal	Female	4.0	4.0	NA
Room_1795	NA	Cat_8973	Bengal	Female	4.0	3.88	NA
Room_1795	NA	Cat_8974	Ragdoll	Female	7.0	6.54	NA
Room_1795	NA	Cat_8975	Domestic Longhair	Male	5.0	6.31	NA
Room_1796	NA	Cat_8976	Domestic Longhair	Female	3.0	3.97	NA
Room_1796	NA	Cat_8977	American Shorthair	Male	5.0	5.04	NA
Room_1796	NA	Cat_8978	Domestic Longhair	Female	8.0	3.97	NA
Room_1796	NA	Cat_8979	Bengal	Male	2.0	5.34	NA
Room_1796	NA	Cat_8980	Ragdoll	Female	6.0	4.62	NA
Room_1797	compromised	Cat_8981	Bengal	Male	2.0	6.21	evil
Room_1797	compromised	Cat_8982	Domestic Longhair	Female	7.0	3.87	scared
Room_1797	compromised	Cat_8983	Bengal	Female	6.0	3.65	scared
Room_1797	compromised	Cat_8984	American Shorthair	Male	4.0	6.03	scared
Room_1797	compromised	Cat_8985	American Shorthair	Female	6.0	4.43	scared
Room_1798	NA	Cat_8986	Bengal	Male	2.0	5.46	NA
Room_1798	NA	Cat_8987	Ragdoll	Male	7.0	7.01	NA
Room_1798	NA	Cat_8988	Ragdoll	Female	3.0	5.05	NA
Room_1798	NA	Cat_8989	Domestic Longhair	Male	8.0	5.25	NA
Room_1798	NA	Cat_8990	Ragdoll	Female	4.0	5.43	NA
Room_1799	NA	Cat_8991	Bengal	Male	5.0	5.66	NA
Room_1799	NA	Cat_8992	American Shorthair	Female	4.0	4.15	NA
Room_1799	NA	Cat_8993	Domestic Longhair	Female	5.0	3.77	NA
Room_1799	NA	Cat_8994	American Shorthair	Female	8.0	4.29	NA
Room_1799	NA	Cat_8995	American Shorthair	Male	2.0	6.07	NA
Room_1800	NA	Cat_8996	Ragdoll	Female	2.0	6.22	NA
Room_1800	NA	Cat_8997	Domestic Longhair	Female	5.0	4.53	NA
Room_1800	NA	Cat_8998	American Shorthair	Female	8.0	4.08	NA
Room_1800	NA	Cat_8999	American Shorthair	Female	5.0	4.08	NA
Room_1800	NA	Cat_9000	Domestic Longhair	Female	6.0	3.64	NA
Room_1801	compromised	Cat_9001	Bengal	Male	4.0	5.15	evil
Room_1801	compromised	Cat_9002	Domestic Longhair	Female	7.0	4.23	scared
Room_1801	compromised	Cat_9003	American Shorthair	Male	5.0	6.07	scared
Room_1801	compromised	Cat_9004	American Shorthair	Male	6.0	4.86	scared
Room_1801	compromised	Cat_9005	Bengal	Female	4.0	3.87	scared
Room_1802	NA	Cat_9006	Domestic Longhair	Male	4.0	6.36	NA
Room_1802	NA	Cat_9007	Bengal	Male	5.0	5.13	NA
Room_1802	NA	Cat_9008	American Shorthair	Male	3.0	6.26	NA
Room_1802	NA	Cat_9009	Bengal	Female	4.0	3.95	NA
Room_1802	NA	Cat_9010	American Shorthair	Male	5.0	6.3	NA
Room_1803	NA	Cat_9011	American Shorthair	Female	5.0	4.85	NA
Room_1803	NA	Cat_9012	Bengal	Male	4.0	5.5	NA
Room_1803	NA	Cat_9013	Domestic Longhair	Male	5.0	6.49	NA
Room_1803	NA	Cat_9014	American Shorthair	Female	5.0	4.78	NA
Room_1803	NA	Cat_9015	Ragdoll	Male	6.0	6.77	NA
Room_1804	NA	Cat_9016	Ragdoll	Female	3.0	5.8	NA
Room_1804	NA	Cat_9017	Domestic Longhair	Female	6.0	4.19	NA
Room_1804	NA	Cat_9018	American Shorthair	Female	4.0	3.72	NA
Room_1804	NA	Cat_9019	Ragdoll	Female	5.0	5.45	NA
Room_1804	NA	Cat_9020	Ragdoll	Female	6.0	3.71	NA
Room_1805	NA	Cat_9021	Domestic Longhair	Male	4.0	4.68	NA
Room_1805	NA	Cat_9022	Domestic Longhair	Female	3.0	3.93	NA
Room_1805	NA	Cat_9023	American Shorthair	Female	4.0	3.77	NA
Room_1805	NA	Cat_9024	American Shorthair	Male	6.0	4.81	NA
Room_1805	NA	Cat_9025	Ragdoll	Female	5.0	5.5	NA
Room_1806	NA	Cat_9026	American Shorthair	Female	4.0	4.4	NA
Room_1806	NA	Cat_9027	Bengal	Male	3.0	5.6	NA
Room_1806	NA	Cat_9028	Domestic Longhair	Female	2.0	4.52	NA
Room_1806	NA	Cat_9029	Ragdoll	Female	8.0	4.93	NA
Room_1806	NA	Cat_9030	Ragdoll	Female	6.0	6.05	NA
Room_1807	compromised	Cat_9031	Bengal	Male	3.0	5.85	evil
Room_1807	compromised	Cat_9032	Bengal	Male	3.0	6.29	scared
Room_1807	compromised	Cat_9033	American Shorthair	Male	8.0	5.75	scared
Room_1807	compromised	Cat_9034	Domestic Longhair	Male	6.0	4.82	scared
Room_1807	compromised	Cat_9035	Ragdoll	Male	6.0	8.8	scared
Room_1808	NA	Cat_9036	Ragdoll	Female	7.0	5.03	NA
Room_1808	NA	Cat_9037	American Shorthair	Female	3.0	4.63	NA
Room_1808	NA	Cat_9038	Domestic Longhair	Male	4.0	5.18	NA
Room_1808	NA	Cat_9039	Domestic Longhair	Female	4.0	4.11	NA
Room_1808	NA	Cat_9040	Bengal	Female	4.0	4.14	NA
Room_1809	NA	Cat_9041	American Shorthair	Female	6.0	3.76	NA
Room_1809	NA	Cat_9042	American Shorthair	Female	3.0	3.51	NA
Room_1809	NA	Cat_9043	Ragdoll	Female	6.0	6.25	NA
Room_1809	NA	Cat_9044	American Shorthair	Female	5.0	3.98	NA
Room_1809	NA	Cat_9045	American Shorthair	Female	2.0	3.53	NA
Room_1810	NA	Cat_9046	Domestic Longhair	Male	5.0	6.82	NA
Room_1810	NA	Cat_9047	Domestic Longhair	Female	5.0	3.86	NA
Room_1810	NA	Cat_9048	Ragdoll	Female	4.0	4.86	NA
Room_1810	NA	Cat_9049	Ragdoll	Female	7.0	4.74	NA
Room_1810	NA	Cat_9050	American Shorthair	Male	3.0	5.93	NA
Room_1811	valid	Cat_9051	Ragdoll	Female	5.0	2.89	happy
Room_1811	valid	Cat_9052	Domestic Longhair	Female	5.0	4.49	happy
Room_1811	valid	Cat_9053	Ragdoll	Female	5.0	5.23	happy
Room_1811	valid	Cat_9054	American Shorthair	Female	5.0	4.37	happy
Room_1811	valid	Cat_9055	Domestic Longhair	Female	6.0	4.22	happy
Room_1812	compromised	Cat_9056	Domestic Longhair	Male	6.0	6.55	evil
Room_1812	compromised	Cat_9057	American Shorthair	Male	2.0	5.76	scared
Room_1812	compromised	Cat_9058	Ragdoll	Male	5.0	5.2	scared
Room_1812	compromised	Cat_9059	Bengal	Male	4.0	5.25	scared
Room_1812	compromised	Cat_9060	Ragdoll	Female	5.0	5.07	scared
Room_1813	NA	Cat_9061	Bengal	Female	2.0	4.24	NA
Room_1813	NA	Cat_9062	American Shorthair	Female	4.0	3.91	NA
Room_1813	NA	Cat_9063	Domestic Longhair	Male	6.0	5.69	NA
Room_1813	NA	Cat_9064	Bengal	Female	6.0	4.32	NA
Room_1813	NA	Cat_9065	Ragdoll	Female	4.0	4.93	NA
Room_1814	NA	Cat_9066	American Shorthair	Male	7.0	7.76	NA
Room_1814	NA	Cat_9067	American Shorthair	Female	6.0	4.39	NA
Room_1814	NA	Cat_9068	Ragdoll	Female	5.0	5.68	NA
Room_1814	NA	Cat_9069	Domestic Longhair	Male	3.0	5.58	NA
Room_1814	NA	Cat_9070	Bengal	Female	6.0	4.34	NA
Room_1815	compromised	Cat_9071	American Shorthair	Male	6.0	6.11	evil
Room_1815	compromised	Cat_9072	Ragdoll	Male	8.0	5.69	scared
Room_1815	compromised	Cat_9073	Ragdoll	Female	6.0	4.7	scared
Room_1815	compromised	Cat_9074	Bengal	Female	7.0	3.83	scared
Room_1815	compromised	Cat_9075	Ragdoll	Female	5.0	4.19	scared
Room_1816	NA	Cat_9076	American Shorthair	Female	3.0	4.55	NA
Room_1816	NA	Cat_9077	Ragdoll	Male	6.0	7.09	NA
Room_1816	NA	Cat_9078	American Shorthair	Male	7.0	5.58	NA
Room_1816	NA	Cat_9079	Ragdoll	Female	4.0	4.86	NA
Room_1816	NA	Cat_9080	American Shorthair	Male	5.0	7.62	NA
Room_1817	NA	Cat_9081	Bengal	Male	6.0	4.69	NA
Room_1817	NA	Cat_9082	Bengal	Male	6.0	4.68	NA
Room_1817	NA	Cat_9083	American Shorthair	Female	3.0	4.55	NA
Room_1817	NA	Cat_9084	Ragdoll	Male	3.0	6.62	NA
Room_1817	NA	Cat_9085	Domestic Longhair	Male	5.0	5.0	NA
Room_1818	NA	Cat_9086	Domestic Longhair	Female	7.0	4.37	NA
Room_1818	NA	Cat_9087	American Shorthair	Female	4.0	4.46	NA
Room_1818	NA	Cat_9088	American Shorthair	Female	4.0	3.65	NA
Room_1818	NA	Cat_9089	American Shorthair	Female	5.0	3.9	NA
Room_1818	NA	Cat_9090	Ragdoll	Female	4.0	4.35	NA
Room_1819	valid	Cat_9091	Ragdoll	Male	4.0	7.37	happy
Room_1819	valid	Cat_9092	Ragdoll	Female	5.0	4.33	happy
Room_1819	valid	Cat_9093	Domestic Longhair	Female	6.0	4.77	happy
Room_1819	valid	Cat_9094	Ragdoll	Male	7.0	7.42	happy
Room_1819	valid	Cat_9095	Domestic Longhair	Female	4.0	4.03	happy
Room_1820	NA	Cat_9096	Ragdoll	Male	2.0	7.16	NA
Room_1820	NA	Cat_9097	Domestic Longhair	Female	3.0	3.7	NA
Room_1820	NA	Cat_9098	Ragdoll	Female	4.0	5.85	NA
Room_1820	NA	Cat_9099	American Shorthair	Female	6.0	4.29	NA
Room_1820	NA	Cat_9100	Ragdoll	Female	7.0	5.32	NA
Room_1821	NA	Cat_9101	Ragdoll	Female	5.0	5.66	NA
Room_1821	NA	Cat_9102	Ragdoll	Female	7.0	4.72	NA
Room_1821	NA	Cat_9103	Ragdoll	Female	6.0	6.38	NA
Room_1821	NA	Cat_9104	Ragdoll	Male	5.0	8.8	NA
Room_1821	NA	Cat_9105	Ragdoll	Female	5.0	4.36	NA
Room_1822	NA	Cat_9106	Ragdoll	Male	6.0	6.14	NA
Room_1822	NA	Cat_9107	Ragdoll	Male	2.0	7.22	NA
Room_1822	NA	Cat_9108	Ragdoll	Male	5.0	6.58	NA
Room_1822	NA	Cat_9109	Domestic Longhair	Female	5.0	3.48	NA
Room_1822	NA	Cat_9110	American Shorthair	Male	6.0	5.34	NA
Room_1823	valid	Cat_9111	Domestic Longhair	Female	8.0	3.88	happy
Room_1823	valid	Cat_9112	Ragdoll	Female	8.0	6.1	happy
Room_1823	valid	Cat_9113	Domestic Longhair	Female	2.0	3.94	happy
Room_1823	valid	Cat_9114	American Shorthair	Female	5.0	4.27	happy
Room_1823	valid	Cat_9115	American Shorthair	Female	7.0	4.63	happy
Room_1824	NA	Cat_9116	Ragdoll	Male	8.0	7.27	NA
Room_1824	NA	Cat_9117	American Shorthair	Female	6.0	3.91	NA
Room_1824	NA	Cat_9118	Domestic Longhair	Female	5.0	3.68	NA
Room_1824	NA	Cat_9119	Domestic Longhair	Female	4.0	4.89	NA
Room_1824	NA	Cat_9120	Domestic Longhair	Female	5.0	4.0	NA
Room_1825	compromised	Cat_9121	Domestic Longhair	Male	4.0	6.2	evil
Room_1825	compromised	Cat_9122	American Shorthair	Male	2.0	5.37	scared
Room_1825	compromised	Cat_9123	Bengal	Male	4.0	5.83	scared
Room_1825	compromised	Cat_9124	Ragdoll	Female	4.0	5.02	scared
Room_1825	compromised	Cat_9125	American Shorthair	Male	7.0	7.21	scared
Room_1826	NA	Cat_9126	Domestic Longhair	Male	5.0	5.74	NA
Room_1826	NA	Cat_9127	American Shorthair	Male	4.0	6.24	NA
Room_1826	NA	Cat_9128	Domestic Longhair	Female	4.0	3.73	NA
Room_1826	NA	Cat_9129	Bengal	Female	5.0	4.03	NA
Room_1826	NA	Cat_9130	American Shorthair	Male	5.0	5.86	NA
Room_1827	compromised	Cat_9131	Domestic Longhair	Male	7.0	6.0	evil
Room_1827	compromised	Cat_9132	Ragdoll	Male	4.0	7.0	scared
Room_1827	compromised	Cat_9133	Ragdoll	Female	6.0	4.23	scared
Room_1827	compromised	Cat_9134	Domestic Longhair	Male	2.0	5.94	scared
Room_1827	compromised	Cat_9135	American Shorthair	Male	3.0	6.22	scared
Room_1828	NA	Cat_9136	Bengal	Male	8.0	5.57	NA
Room_1828	NA	Cat_9137	Domestic Longhair	Female	2.0	3.52	NA
Room_1828	NA	Cat_9138	Bengal	Female	4.0	3.63	NA
Room_1828	NA	Cat_9139	Ragdoll	Female	8.0	4.92	NA
Room_1828	NA	Cat_9140	American Shorthair	Female	3.0	4.47	NA
Room_1829	NA	Cat_9141	Bengal	Male	7.0	4.91	NA
Room_1829	NA	Cat_9142	Ragdoll	Female	7.0	4.12	NA
Room_1829	NA	Cat_9143	Ragdoll	Female	7.0	5.21	NA
Room_1829	NA	Cat_9144	Bengal	Female	2.0	3.89	NA
Room_1829	NA	Cat_9145	Ragdoll	Male	5.0	7.59	NA
Room_1830	compromised	Cat_9146	Bengal	Male	5.0	6.97	evil
Room_1830	compromised	Cat_9147	Ragdoll	Male	6.0	6.26	scared
Room_1830	compromised	Cat_9148	Ragdoll	Female	4.0	4.48	scared
Room_1830	compromised	Cat_9149	Bengal	Male	8.0	6.02	scared
Room_1830	compromised	Cat_9150	Ragdoll	Male	6.0	6.18	scared
Room_1831	valid	Cat_9151	Ragdoll	Female	6.0	5.04	happy
Room_1831	valid	Cat_9152	Ragdoll	Female	5.0	5.25	happy
Room_1831	valid	Cat_9153	American Shorthair	Male	4.0	5.89	happy
Room_1831	valid	Cat_9154	Domestic Longhair	Female	6.0	3.91	happy
Room_1831	valid	Cat_9155	Ragdoll	Female	4.0	4.88	happy
Room_1832	NA	Cat_9156	Bengal	Male	6.0	5.2	NA
Room_1832	NA	Cat_9157	Domestic Longhair	Female	3.0	3.27	NA
Room_1832	NA	Cat_9158	American Shorthair	Female	5.0	4.59	NA
Room_1832	NA	Cat_9159	Bengal	Male	6.0	5.06	NA
Room_1832	NA	Cat_9160	Domestic Longhair	Female	4.0	4.27	NA
Room_1833	valid	Cat_9161	Ragdoll	Female	2.0	6.16	happy
Room_1833	valid	Cat_9162	Ragdoll	Female	4.0	4.51	happy
Room_1833	valid	Cat_9163	Ragdoll	Male	8.0	7.35	happy
Room_1833	valid	Cat_9164	Ragdoll	Female	6.0	5.19	happy
Room_1833	valid	Cat_9165	American Shorthair	Male	3.0	6.45	happy
Room_1834	NA	Cat_9166	Domestic Longhair	Female	6.0	4.49	NA
Room_1834	NA	Cat_9167	Ragdoll	Female	2.0	5.33	NA
Room_1834	NA	Cat_9168	Ragdoll	Female	4.0	5.37	NA
Room_1834	NA	Cat_9169	Ragdoll	Female	5.0	6.12	NA
Room_1834	NA	Cat_9170	Ragdoll	Female	8.0	5.51	NA
Room_1835	NA	Cat_9171	American Shorthair	Male	6.0	6.45	NA
Room_1835	NA	Cat_9172	Bengal	Female	6.0	3.68	NA
Room_1835	NA	Cat_9173	Ragdoll	Male	5.0	5.94	NA
Room_1835	NA	Cat_9174	Domestic Longhair	Female	6.0	3.9	NA
Room_1835	NA	Cat_9175	Ragdoll	Female	5.0	5.58	NA
Room_1836	NA	Cat_9176	Domestic Longhair	Female	3.0	3.92	NA
Room_1836	NA	Cat_9177	Bengal	Female	7.0	4.29	NA
Room_1836	NA	Cat_9178	Domestic Longhair	Female	4.0	3.81	NA
Room_1836	NA	Cat_9179	American Shorthair	Male	5.0	7.04	NA
Room_1836	NA	Cat_9180	Ragdoll	Female	5.0	4.73	NA
Room_1837	NA	Cat_9181	Bengal	Male	4.0	6.31	NA
Room_1837	NA	Cat_9182	Ragdoll	Female	5.0	5.55	NA
Room_1837	NA	Cat_9183	American Shorthair	Male	6.0	5.66	NA
Room_1837	NA	Cat_9184	Bengal	Female	5.0	4.07	NA
Room_1837	NA	Cat_9185	Ragdoll	Female	3.0	5.18	NA
Room_1838	NA	Cat_9186	Bengal	Male	5.0	7.03	NA
Room_1838	NA	Cat_9187	Domestic Longhair	Female	7.0	4.78	NA
Room_1838	NA	Cat_9188	Ragdoll	Female	6.0	6.44	NA
Room_1838	NA	Cat_9189	American Shorthair	Female	4.0	4.14	NA
Room_1838	NA	Cat_9190	Bengal	Female	7.0	4.28	NA
Room_1839	NA	Cat_9191	Domestic Longhair	Male	6.0	6.15	NA
Room_1839	NA	Cat_9192	Ragdoll	Male	4.0	8.04	NA
Room_1839	NA	Cat_9193	Domestic Longhair	Female	5.0	3.96	NA
Room_1839	NA	Cat_9194	Domestic Longhair	Female	5.0	4.58	NA
Room_1839	NA	Cat_9195	Bengal	Female	5.0	3.57	NA
Room_1840	NA	Cat_9196	Ragdoll	Male	4.0	6.53	NA
Room_1840	NA	Cat_9197	American Shorthair	Female	4.0	4.71	NA
Room_1840	NA	Cat_9198	Bengal	Female	7.0	4.4	NA
Room_1840	NA	Cat_9199	American Shorthair	Female	3.0	4.11	NA
Room_1840	NA	Cat_9200	American Shorthair	Female	4.0	4.03	NA
Room_1841	NA	Cat_9201	Ragdoll	Female	5.0	6.22	NA
